BindingDB Reactant_set_id,IC50 (nM)
50651006,5
50700818,5
50561413,5
50609350,5
50609527,5
50541599,5
50541593,5
50427164,5
50882556,5
50446295,5
50419204,5
50378459,5
50411471,5
50356295,5
50356329,5
50377838,5
50382075,5
50369313,5
50382009,5
50297416,5
50297419,5
50359545,5
50347891,5
48108,5
50067354,5
50067355,5
31984,5
9988,5
9868,5
8583,5
9406,5
8588,5
8532,5
8533,5
8534,5
7034,5
50424088,10000
50385181,10000
50390530,10000
50388091,10000
50388031,10000
50276977,10000
22209,10000
12031,10000
9471,10000
10031,10000
231453,10028
8186,10100
235494,1.03E+04
50561441,10577
50414335,10600
50576650,10600
423217,10600
50207537,10740
406605,10800
50930970,10990
12033,11000
50323964,11000
50416838,11000
50454815,11000
50454817,11000
50549752,11000
50944682,11000
423212,11000
50428639,11260
50654322,11700
50908467,12000
50369280,12000
51055656,12000
51053498,12000
50454819,12000
50323995,12000
50708555,12000
50377874,12000
50576680,12000
7602,12100
50349590,12285
14432,12300
37939,12500
50348453,12540
50330376,12600
59749,12800
423187,12900
423249,12900
50910573,12900
50918113,12900
50944672,12900
50426822,12900
50330370,13000
9968,13000
50426504,13000
50426493,13000
50416826,13000
51055666,13200
51043103,13310
50938782,13400
169503,1.40E+04
50454822,14000
50348457,14100
406608,14700
50632268,14800
50722282,14900
50433666,14900
50323257,15000
50416827,15000
10006,15000
50846407,15400
50330381,15500
10080,15600
51028647,15848.93
51043102,15960
50347881,16000
50908316,16000
50323954,16000
8179,16500
50348494,16640
51053491,16700
51053490,16700
50414336,16800
50165088,16900
50323972,17000
50323919,17000
50426497,17000
10075,17030
50808161,17300
59748,17400
50426798,17500
50722281,17900
50440560,18000
50371898,18500
50908422,18600
50292560,18600
37938,18840
51055655,18900
51053489,18900
50576682,18900
50944671,18900
50708557,18900
50918112,18900
50323873,19000
50277006,19000
9468,19000
8589,19000
406633,19200
50626208,19700
51028784,19903
51028649,19952.62
7605,20000
10032,20000
50846421,20000
50237410,20000
50324007,20000
406624,20900
22211,20900
50456014,21000
50866765,21000
51055660,21300
22204,21500
22187,21500
10081,21700
14433,21900
50709565,21900
423248,21900
50347872,22000
50576640,22100
406623,22200
50983099,22500
50910564,22600
321158,22600
50349599,22795
50722280,22900
50722279,22900
50323986,23000
50549788,23000
50628073,23100
50370644,23400
51028793,23633
50722278,23800
50454823,24000
169525,2.40E+04
50622218,24000
50266758,24000
51053486,24100
50349626,24158
406630,24500
50576649,24900
50414328,24900
50378465,25000
50416522,25000
50378412,25000
408993,5
399326,5
399327,5
399336,5
399324,5
399323,5
410211,5
364621,5
377140,5
377147,5
368392,5
368397,5
368403,5
368369,5
368374,5
368376,5
368379,5
368385,5
50141576,5
50066842,5
259896,5
50072838,5
231510,5
51028795,5
50974081,5
50863697,5
50866106,5
249751,5.01
51059766,5.1
50066755,5.1
50856089,5.1
50066700,5.1
436749,5.1
32015,5.1
50066741,5.1
50066831,5.1
50066855,5.2
410076,5.2
410203,5.3
50600039,5.3
323920,5.3
31992,5.4
32011,5.4
410027,5.4
410199,5.4
32017,5.4
410237,5.5
410190,5.5
50607383,5.5
50938787,25000
50576642,25200
50722277,25700
50454824,25800
50592080,26000
50158709,26000
406618,26400
406612,26700
421743,27000
50924854,27000
50576721,27200
50380050,27890
50576672,28100
50722229,28110
7507,28300
406621,28300
50390521,29000
406615,29200
406627,29700
50708547,29800
51028954,30000
50416529,30000
51028955,30000
50944676,30100
51055667,30300
406635,30400
406622,30700
50924860,31000
50426498,31000
50416825,31000
421737,31000
50846427,31000
51055658,31200
50576648,31600
50086909,32000
50158666,32000
50426501,32000
50708551,32100
50549815,33000
406619,33200
50592079,33200
50267388,34000
406613,34200
14896,34200
14902,34600
50426489,35000
50866825,35000
406625,35400
50433677,37700
50938791,38000
51055665,38900
202145,3.90E+04
50632680,40000
50284999,40010
50433693,40100
406631,40300
50576646,40500
51055657,41000
50433689,42000
50414337,42300
10076,42640
421740,43000
50347852,43000
423219,43000
50454827,43000
50924857,43000
50944674,43000
51053484,43600
50938805,44000
406616,44100
406610,45200
50708548,45400
50576673,45700
50347866,46000
50454828,46000
51055661,47800
421739,48000
50924858,48000
50576638,49400
51053483,49900
50949736,50000
50549727,50000
50433683,51900
50086911,52000
50433681,53000
10008,55000
423220,55700
50944681,55700
50910569,56300
50708554,56700
50908426,57000
50576644,57500
50416523,58000
235495,6.18E+04
50722276,64500
50722275,65300
50086912,66000
50908325,66000
50938795,69000
50426499,70000
50086910,70000
51055663,70100
50575290,70700
406628,72100
423221,72900
50944673,72900
423247,73000
10079,73820
406620,75600
50426491,77000
10082,77000
406617,77800
406632,78300
406611,79800
50983098,80000
406606,80200
406629,80300
50416517,81000
406614,81200
406626,81900
50622217,82000
50561635,84000
50938839,85000
235498,8.54E+04
50576676,85600
51055664,86100
421741,87000
50924856,87000
50908472,87000
59737,88200
51055659,89100
50918102,89200
51053480,89300
50944680,89300
50846479,91000
10078,91350
50622214,93000
50426513,98000
50388048,100000
399270,1.00E+05
399271,1.00E+05
399275,1.00E+05
399276,1.00E+05
50949739,100000
50949740,100000
50348490,108000
50576636,112300
50576677,113100
50722274,113400
50918106,116300
59744,118000
51055668,123800
51053475,124500
51053474,124700
50576681,124700
50918111,124700
50944723,124700
50708556,124700
51055654,124700
51053473,125600
50576643,132100
50414333,132100
423243,132900
423216,133900
50944679,133900
50348469,143000
50137478,147000
51053471,150900
59736,151900
423244,163100
423242,167500
50944683,171200
423218,171200
50348493,190000
50348480,190000
51055662,192000
423214,197100
50944730,197100
50414334,198300
423245,198500
235496,2.10E+05
235497,2.68E+05
50348486,665000
50348461,824000
50348495,1005000
50348455,4081000
50067163,1.00E+14
50656565,5.5
50710766,5.5
51017609,5.5
410088,5.5
50115020,5.6
50115026,5.6
410195,5.6
410058,5.6
50609526,5.6
48308,5.6
50108485,5.6
410033,5.7
410032,5.7
410201,5.7
410222,5.7
50656561,5.7
50066656,5.7
50106762,5.7
50329345,5.8
410045,5.8
50619264,5.8
50514906,5.8
410160,5.8
50306650,5.8
50066670,5.8
50066671,5.8
50114980,5.9
50609528,5.9
50865976,5.9
410182,5.9
50927786,6
50927789,6
50930474,6
50930480,6
50930483,6
50930489,6
50930490,6
50930498,6
50937512,6
50866785,6
50866787,6
50863672,6
50594529,6
50578471,6
154770,6
50541600,6
50541604,6
50541594,6
50882558,6
50419203,6
50377860,6
50372322,6
50382046,6
50337531,6
50359558,6
50846425,6
48109,6
14926,6
27388,6
8579,6
10005,6
9885,6
9889,6
8550,6
8480,6
9412,6
8535,6
7018,6
7032,6
6933,6
8564,6
408994,6
408995,6
399337,6
399355,6
399293,6
399314,6
377146,6
412787,6
412791,6
364615,6
368388,6
368399,6
368416,6
50408178,6
368356,6
368362,6
368366,6
50432974,6
50115036,6
280958,6
50108475,6
280950,6
50066632,6
231511,6
51028964,6
51028809,6
50974102,6
50950668,6
50950671,6
50950701,6
50974087,6
50924770,6
51017468,6.03
410220,6.1
410156,6.1
50106764,6.1
50108478,6.1
50106763,6.1
323919,6.1
50656572,6.2
50600050,6.2
50106765,6.2
410173,6.2
410072,6.2
50629222,6.2
50856144,6.3
48315,6.3
50066677,6.3
31989,6.3
48318,6.3
50066658,6.4
410090,6.5
50626203,6.5
410161,6.6
50929115,6.7
410246,6.7
50306676,6.7
410187,6.8
50329177,6.8
410107,6.8
410212,6.8
50974119,6.8
51059763,6.9
323916,6.9
50329231,6.9
410248,6.9
50106766,7
50106767,7
51028965,7
51028814,7
50950667,7
50948849,7
50930487,7
50216169,7
50862577,7
50944576,7
50866142,7
50863671,7
50578432,7
50910554,0.48
50362380,0.48
51017581,0.49
50622213,0.49
50114978,0.5
50115016,0.5
50433424,0.5
50420325,0.5
50915156,0.5
50929117,0.5
50865308,0.5
50866124,0.5
50866125,0.5
50866126,0.5
50866135,0.5
50865230,0.5
51017592,0.501
51017627,0.501
51017570,0.501
51017590,0.501
51017591,0.501
48306,0.6
48316,0.6
50866111,0.6
50866129,0.6
50534317,0.6
50866114,0.6
50865242,0.6
50856088,0.6
50910555,0.6
50866067,0.6
51017604,0.603
51017602,0.603
51017569,0.603
51017587,0.603
50115025,0.7
50856084,0.7
50115022,0.7
50929114,0.7
50866123,0.7
50856139,0.7
50856136,0.7
50419201,0.7
51017593,0.708
50433414,0.79
51017598,0.794
51017603,0.794
51017597,0.794
50866112,0.8
399285,0.8
154773,7
50882504,7
50541602,7
50450212,7
50450249,7
50376902,7
50376912,7
50419244,7
50411529,7
50356315,7
50356325,7
50390563,7
50359514,7
50297417,7
50276998,7
50846410,7
37951,7
9474,7
9905,7
8542,7
8479,7
8491,7
8634,7
8528,7
7008,7
7023,7
6916,7
399328,7
399333,7
399334,7
399335,7
399340,7
399342,7
399372,7
416962,7
416964,7
399299,7
399317,7
399321,7
410136,7
410039,7
364614,7
364616,7
364619,7
368389,7
50357999,7
368361,7
368378,7
318794,7
50160425,7
50270512,7
280959,7
50141539,7
50109377,7
27506,7.08
51017574,7.08
50981411,7.1
50856111,7.1
50600046,7.1
50106769,7.1
410166,7.1
410177,7.1
50106768,7.1
410206,7.1
410087,7.18
50329302,7.3
410135,7.3
50106771,7.3
50106770,7.3
410073,7.3
410143,7.4
50066817,7.4
410148,7.4
50515407,7.5
50221419,7.5
410046,7.5
50600103,7.6
50915164,7.6
48310,7.6
31990,7.6
50066653,7.6
410170,7.6
323929,7.6
50106772,7.6
410209,7.6
50856134,7.7
51058637,7.7
27503,7.76
259762,7.79
410159,7.8
50109378,7.8
323928,7.8
410060,7.8
410185,7.8
410171,7.8
410236,7.8
50514908,7.8
259671,7.85
259701,7.85
410141,7.9
50856092,7.9
50915167,7.9
50626196,7.9
51017612,7.94
50578424,8
154771,8
50541603,8
50450196,8
50450200,8
50450205,8
50427154,8
50427165,8
50882559,8
50420326,8
50420340,8
50419209,8
50377844,8
50372295,8
50382113,8
50356346,8
50359482,8
50359521,8
50369267,8
50310548,8
50846426,8
37962,8
50067350,8
50248659,8
37968,8
37969,8
37973,8
37956,8
9989,8
9906,8
8482,8
8486,8
8487,8
8527,8
8530,8
7016,8
7022,8
6930,8
408996,8
50514910,8
410184,8
410091,8
377148,8
412727,8
412749,8
412786,8
364617,8
323918,8
50433687,8
368364,8
368365,8
368380,8
50432971,8
50432972,8
280951,8
50141525,8
273961,8
273983,8
280947,8
259711,8
231518,8
51028979,8
50931038,8
50217954,8
50964441,8
50930477,8
50930488,8
50930541,8
50929085,8
50929110,8
50866093,8
50863667,8
50720611,8
50609354,8
50578472,8
50329130,8.1
410258,8.1
50856095,8.1
410105,8.1
410138,8.1
410063,8.2
410084,8.2
410223,8.3
410111,8.3
410181,8.3
410183,8.3
410234,8.4
311794,8.42
259884,8.5
50111591,8.5
410133,8.6
50929116,8.6
50296687,8.7
410150,8.7
410147,8.7
410247,8.7
50066805,8.8
50856156,8.8
410034,8.9
259723,8.9
50600104,8.9
410097,8.9
50115023,8.9
50600088,9
50203807,9
50578426,9
50450190,9
50419255,9
50882560,9
50419228,9
50356314,9
50356331,9
50377836,9
50378408,9
50356290,9
50369311,9
50337520,9
50369272,9
50332222,9
50332232,9
50332236,9
50329170,9
44439,9
9865,9
8490,9
8590,9
8609,9
7010,9
7012,9
6927,9
408997,9
408998,9
50514909,9
399329,9
399360,9
399366,9
399287,9
399306,9
399312,9
410125,9
364620,9
368402,9
368368,9
368375,9
318795,9
50432968,9
50141534,9
50066886,9
231509,9
51028808,9
50974097,9
50950672,9
50217918,9
50924769,9
50930478,9
50216150,9
50944572,9
50866108,9
50609546,9
259685,9.06
410251,9.1
50066634,9.1
410158,9.1
410243,9.1
50106773,9.2
50600056,9.3
259890,9.3
410229,9.3
50600053,9.4
410239,9.4
50296719,9.4
410043,9.4
410041,9.4
50921810,9.42
259672,9.45
50477911,9.5
50478040,9.5
410261,9.5
410168,9.5
410249,9.5
410140,9.5
410202,9.5
50607381,9.6
50066883,9.6
50106775,9.7
410264,9.7
50600086,9.7
259783,9.73
410139,9.8
410205,9.8
410153,9.8
50108496,9.8
410037,9.9
50066834,9.9
410259,9.9
410074,9.9
410242,9.9
311789,9.98
50216270,10
50934246,10
50863670,10
50714867,10
50714868,10
50626189,10
50626202,10
50609351,10
50609524,10
50606653,10
50574552,10
50574553,10
50578433,10
50915166,10
50915170,10
50561979,10
50541596,10
50541598,10
50549350,10
50549354,10
50450189,10
50419202,10
50380056,10
50372299,10
50377922,10
50377969,10
50356285,10
50369277,10
50381999,10
50337526,10
50332217,10
50297413,10
50332239,10
50332221,10
50329319,10
50277001,10
50846382,10
44441,10
44443,10
32001,10
37955,10
9498,10
8552,10
8488,10
8586,10
8611,10
8536,10
7025,10
7036,10
6922,10
6935,10
399371,10
273551,10
399278,10
399295,10
399322,10
410225,10
410157,10
410164,10
410165,10
50463849,10
377142,10
364618,10
368391,10
368405,10
368410,10
50408168,10
335475,10
50358002,10
368382,10
280970,10
50141544,10
50141547,10
50141555,10
50066705,10
259874,10
50072830,10
50070527,10
231455,10
231494,10
51044911,10
51059757,10
51028807,10
50978774,10
50924768,10
50863679,10
50862804,10
50944575,10
410059,10.2
410162,10.2
410129,10.2
410232,10.2
259694,10.3
410167,10.4
410131,10.4
410099,10.5
410219,10.5
410048,10.5
410204,10.5
50434267,10.5
410163,10.5
431421,10.55
410241,10.6
259689,10.6
259652,10.6
410238,10.7
410110,10.7
410214,10.7
410250,10.7
410026,10.9
410218,10.9
410134,10.9
51017613,10.96
51017504,10.96
50498653,11
408999,11
409000,11
409019,11
399339,11
399346,11
399362,11
399363,11
399369,11
410257,11
399277,11
399279,11
399305,11
410244,11
410095,11
377144,11
412734,11
368407,11
50408170,11
50414714,11
50432967,11
50141116,11
50141530,11
50141536,11
50141567,11
273968,11
50106776,11
50111594,11
50066827,11
259693,11
231457,11
231458,11
231490,11
51028963,11
51052998,11
51059786,11
51049492,11
50974088,11
50862833,11
50865980,11
50863669,11
50714858,11
50626190,11
50656570,11
50600061,11
50626180,11
50565640,11
50578475,11
50908436,11
50450203,11
50419235,11
50413887,11
50411520,11
50411503,11
50356302,11
50356333,11
50382022,11
50369302,11
50369314,11
50349546,11
50310518,11
50332241,11
50248668,11
50310495,11
50846400,11
44442,11
27393,11
37971,11
15042,11
8537,11
8556,11
9416,11
8615,11
410172,11.1
436755,11.1
259681,11.2
410179,11.3
410130,11.3
410226,11.4
50866119,0.8
50109376,0.8
50866118,0.8
50296709,0.85
50466892,0.86
51017617,0.891
50865971,0.9
50497675,0.9
50106740,0.9
50466870,0.9
50066652,0.9
50114990,0.9
50594532,0.9
50915168,0.9
50499933,0.9
50573443,0.94
50974090,0.95
51059769,0.95
51059774,0.96
50714860,1
50498668,1
50497674,1
50498635,1
50475739,1
399289,1
399300,1
368398,1
368411,1
368413,1
368414,1
368417,1
368419,1
368420,1
368422,1
368423,1
50161958,1
50066707,1
50070520,1
50856086,1
50856093,1
410113,11.4
410169,11.4
410191,11.5
410146,11.5
259664,11.5
410052,11.5
410067,11.5
410175,11.5
410188,11.6
410256,11.6
410255,11.7
410221,11.8
410235,11.8
410152,11.8
410216,11.8
410089,11.9
410215,11.9
50450197,12
50450204,12
50450215,12
50882561,12
50446296,12
50377883,12
50377897,12
50411462,12
50372331,12
50356338,12
50356339,12
50356291,12
50349542,12
50332218,12
50248657,12
14990,12
8489,12
8492,12
342800,12
399344,12
399352,12
410193,12
410142,12
410145,12
410082,12
364628,12
412668,12
412671,12
412747,12
50266761,12
50432985,12
50247853,12
50265797,12
280971,12
50122732,12
50141110,12
273981,12
259866,12
259914,12
259744,12
227982,12
50073953,12
231560,12
231465,12
231491,12
51052997,12
51059780,12
50217895,12
50981415,12
50862835,12
50865973,12
50856130,12
50856132,12
50703611,12
50717269,12
50600057,12
50565643,12
50544474,12
51017607,12.02
51017555,12.02
51017616,12.02
410180,12.1
410186,12.2
410115,12.2
410109,12.2
410210,12.3
410128,12.4
410055,12.4
50607393,12.4
410196,12.4
311795,12.44
410126,12.5
259731,12.5
410101,12.5
259686,12.6
410053,12.7
410227,12.7
50856129,12.7
410075,12.8
410116,12.8
51017509,12.88
410112,12.9
15047,13
8549,13
8484,13
8633,13
8506,13
409018,13
50515406,13
399351,13
416961,13
410078,13
323937,13
50362407,13
50306668,13
50141102,13
50141568,13
50111662,13
50108493,13
50106208,13
50106813,13
50066876,13
50077256,13
259714,13
259722,13
259725,13
259687,13
231501,13
231517,13
51028810,13
51028960,13
50217891,13
50930567,13
50863695,13
50863699,13
50929105,13
50856155,13
50868977,13
50561980,13
50541601,13
50420334,13
50377910,13
50372333,13
50369279,13
50310585,13
50332224,13
50347880,13
50248672,13
50846399,13
50846408,13
48128,13
410100,13.1
410240,13.2
410096,13.3
259661,13.3
410106,13.3
410103,13.3
259654,13.4
410260,13.4
410132,13.4
259767,13.4
410036,13.4
410254,13.4
259778,13.5
50607384,13.5
410062,13.5
410208,13.6
410035,13.7
410083,13.7
410149,13.8
410262,13.9
50446297,14
50446298,14
50428648,14
50356340,14
50350839,14
50297427,14
50276979,14
50329181,14
9945,14
9495,14
8539,14
8554,14
8574,14
8610,14
8632,14
50478014,14
399348,14
399365,14
399288,14
399290,14
410224,14
410098,14
410104,14
412729,14
368394,14
50296683,14
50197598,14
50141564,14
50108408,14
273963,14
280948,14
50066714,14
50066830,14
259877,14
259881,14
259903,14
259907,14
50066633,14
50021457,14
231508,14
231525,14
231538,14
231492,14
231493,14
50950653,14
50978773,14
50924767,14
50216140,14
50216168,14
50930547,14
50862805,14
50656571,14
50600049,14
50600085,14
50609357,14
50915160,14
50450198,14
50450214,14
50419252,14
410038,14.2
410069,14.2
410064,14.2
410154,14.2
259715,14.3
410108,14.3
410102,14.3
410137,14.5
410080,14.5
410056,14.5
410231,14.6
410194,14.6
410207,14.7
410253,14.7
410197,14.8
410245,14.9
259730,14.9
410144,14.9
410233,14.9
410050,14.9
50330442,15
50359569,15
50359526,15
50369284,15
50369273,15
50332242,15
50846423,15
50331702,15
37964,15
32012,15
15040,15
16086,15
9455,15
9869,15
8485,15
7020,15
7030,15
50477912,15
409021,15
410127,15
50466879,15
368408,15
50408171,15
50357998,15
50358003,15
368386,15
50296717,15
50432965,15
50141537,15
50066908,15
259880,15
50077262,15
50066646,15
50072836,15
231495,15
231522,15
231532,15
231549,15
231550,15
231482,15
231489,15
51028799,15
50950674,15
50930493,15
50863682,15
50865981,15
50865982,15
50866110,15
50863673,15
50703613,15
50717271,15
50710770,15
170828,15
50609361,15
154767,15
50908434,15
50541605,15
50450188,15
50376885,15
50419236,15
50377853,15
50377877,15
50377928,15
50382044,15
51017605,15.14
51017502,15.14
410114,15.2
410178,15.2
410065,15.2
410079,15.3
259772,15.3
410070,15.4
27502,15.49
259696,15.5
410077,15.5
410061,15.6
410263,15.6
410093,15.7
259781,15.9
37957,16
31996,16
31998,16
9454,16
8538,16
8522,16
50514905,16
399325,16
399343,16
399373,16
50477674,16
399294,16
399302,16
399308,16
399310,16
377143,16
50466947,16
357207,16
50408172,16
50432969,16
50141562,16
50108393,16
50108536,16
50111597,16
50066774,16
50066808,16
50066650,16
6384,16
259690,16
231460,16
231468,16
231485,16
51028966,16
51028813,16
50974116,16
50863683,16
50863700,16
50862806,16
50929108,16
50863652,16
50710772,16
50856099,16
50203806,16
50609352,16
50578422,16
50578423,16
50449208,16
50450193,16
50446896,16
50376903,16
50419234,16
50372307,16
50377925,16
50372321,16
50356312,16
50356324,16
50369292,16
50349572,16
50310569,16
50332228,16
50332230,16
50347846,16
410192,16.1
410228,16.2
32016,16.5
50607379,16.5
311788,16.53
410071,16.6
410267,16.7
410028,16.7
51017487,16.98
50477914,17
9417,17
399364,17
399367,17
416963,17
409020,17
14993,17
37952,17
44447,17
31997,17
44448,17
48312,17
412730,17
368390,17
50315455,17
273964,17
50106777,17
50066821,17
259885,17
50077258,17
50066625,17
231507,17
231513,17
231533,17
231462,17
231464,17
231483,17
51028959,17
50863681,17
50862807,17
50862811,17
50710771,17
50710773,17
50868983,17
50203719,17
50561433,17
50445858,17
50419250,17
50446299,17
50419233,17
50350847,17
50349573,17
50337523,17
50332884,17
50337535,17
50359503,17
50310526,17
50310563,17
50342596,17
50342598,17
50248667,17
48123,17
410094,17.1
410213,17.2
410252,17.2
410081,17.5
410217,17.5
259729,17.7
410266,17.9
9400,18
399272,18
50477903,18
8577,18
9451,18
15051,18
50248661,18
50466877,18
50296704,18
50432970,18
50106778,18
50066832,18
259703,18
50072839,18
231514,18
231529,18
231534,18
50950670,18
50981409,18
50866143,18
50856131,18
50699014,18
50600084,18
154766,18
50908435,18
50541597,18
50428647,18
50420330,18
50377934,18
50411527,18
50385068,18
50356319,18
50378451,18
50382034,18
50378420,18
50350862,18
50349612,18
50297425,18
50310578,18
50846420,18
50856100,1
50609356,1
50609358,1
50606669,1
50573437,1
50541641,1
50427152,1
50427155,1
50427157,1
50411516,1
50420335,1
50420336,1
50420337,1
50420338,1
50419243,1
50411483,1
50411495,1
50369295,1
50359458,1
50359557,1
62503,1
50067349,1
50067359,1
27402,1
27405,1
9409,1
9410,1
7035,1
51059782,1
51017588,1
51017596,1
51017623,1
51017624,1
51017636,1
51017637,1
51017642,1
51017564,1
51017567,1
51017580,1
50950669,1
50974076,1
50930496,1
50216136,1
50216171,1
50865074,1
50929092,1
50866113,1
50866120,1
50248674,18
50277014,18
50300712,18
50846395,18
410068,18.1
259702,18.2
51017641,18.2
410051,18.2
259766,18.5
399341,19
8631,19
399368,19
8613,19
8551,19
9488,19
15045,19
15028,19
37953,19
364623,19
412731,19
50306670,19
50306673,19
50306726,19
50114989,19
50122738,19
50106213,19
273905,19
273965,19
50106779,19
50111596,19
50111598,19
50066694,19
50066824,19
259825,19
231498,19
231499,19
51059785,19
50950660,19
50950661,19
50217932,19
50929106,19
50866835,19
50865231,19
50868989,19
50600041,19
50600051,19
50600055,19
50625487,19
50609391,19
50541595,19
50446300,19
50376909,19
50372316,19
50349583,19
50332223,19
50277000,19
50846388,19
50846416,19
50067357,19
50215057,19
44436,19
51017507,19.05
51017500,19.05
51017626,19.05
259768,19.1
410265,19.1
51017582,19.95
51017577,19.95
50477908,20
7607,20
399370,20
399273,20
399304,20
364627,20
50369615,20
357131,20
357208,20
50258100,20
50306679,20
50339955,20
50111602,20
50106780,20
50106781,20
399347,20
259655,20
231520,20
231434,20
231473,20
231487,20
231488,20
51028962,20
50974775,20
50931045,20
50931046,20
50217911,20
50862786,20
50862808,20
50948754,20
50866134,20
50866139,20
50856110,20
50869681,20
50600058,20
50578427,20
50915162,20
50561444,20
154768,2.00E+01
50549348,20
50549356,20
50549358,20
50549360,20
50450199,20
50372326,20
50382016,20
50378417,20
50349603,20
50382030,20
50285013,20
50342586,20
50342597,20
50276720,20
50846392,20
50241014,20
8581,20
7504,20
8614,20
7009,20
7601,20
259718,20.8
50498661,21
9500,21
50496666,21
399274,21
357158,21
358613,21
50433420,21
318787,21
50309646,21
50306653,21
436754,21
10034,21
37942,21
37970,21
50280765,21
50141107,21
50141112,21
50141114,21
50106200,21
273902,21
50106784,21
50066791,21
50066849,21
50072826,21
231523,21
231524,21
231544,21
231433,21
50863698,21
50862810,21
50862834,21
50714861,21
50594607,21
50449148,21
50419245,21
50446845,21
50446301,21
50356284,21
50385148,21
50385211,21
50369490,21
50369316,21
50359471,21
50349627,21
50349545,21
50330461,21
50332240,21
50329281,21
50347890,21
50248673,21
50276986,21
259756,21.4
311787,21.76
51017611,21.88
51017635,21.88
409001,22
9456,22
50493809,22
9443,22
16084,22
37959,22
50457901,22
50457904,22
412675,22
50433694,22
50266685,22
273909,22
259872,22
50077267,22
50072840,22
231500,22
231531,22
231553,22
51028805,22
50216138,22
50938828,22
50929111,22
50865963,22
50866095,22
50631417,22
170826,22
50578425,22
50915163,22
50419247,22
50419240,22
50372312,22
50369305,22
50382029,22
50330465,22
50332219,22
50310517,22
50331688,22
410044,22.3
410198,22.5
323933,22.8
51017629,22.91
409002,23
8565,23
410838,23
326858,23
364622,23
8543,23
9484,23
9440,23
37947,23
357133,23
50315452,23
50296722,23
231506,23
231526,23
231429,23
231456,23
231472,23
231477,23
50931050,23
50866094,23
50710765,23
50869682,23
50656560,23
50203809,23
50600060,23
50594527,23
50609536,23
50915155,23
50449210,23
50556342,23
50450208,23
50446897,23
50882562,23
50377900,23
50377920,23
50411484,23
50372335,23
50382073,23
50350865,23
50369303,23
50337533,23
50310520,23
50332226,23
50332227,23
50277004,23
37965,23
50607394,23.4
50607378,23.6
323930,23.6
259801,23.9
27510,23.99
50498658,24
8630,24
399331,24
399358,24
280963,24
50106785,24
50066638,24
50496665,24
48111,24
50072827,24
50070528,24
231540,24
231438,24
231441,24
231461,24
231486,24
50882563,24
50382091,24
50356318,24
50342575,24
50342578,24
50347853,24
259780,24.7
259656,24.9
50868974,25
7024,25
7021,25
8584,25
7288,25
9948,25
9459,25
44445,25
410031,25
323931,25
50358000,25
50358908,25
50108511,25
50066683,25
259853,25
231504,25
231530,25
227980,25
231442,25
231469,25
51059773,25
50974109,25
50930494,25
50930495,25
50863696,25
50710767,25
50868973,25
8567,25
50868978,25
50626179,25
50609355,25
50506035,25
50556341,25
50419225,25
50377840,25
50372334,25
50388068,25
50382080,25
50356289,25
50369275,25
50329257,25
50329173,25
44444,25
64001,25.1
410230,25.1
51028638,25.12
303529,25.14
410174,25.4
50607386,25.5
51017643,25.7
51017571,25.7
410057,26
50865240,26
9418,26
15013,26
14941,26
32004,26
50846391,26
412793,26
50339863,26
50339947,26
50066837,26
231561,26
231432,26
218190,26
50862801,26
50863677,26
50865225,26
8585,26
50869679,26
50609394,26
50556343,26
50450186,26
50450202,26
50446302,26
50376878,26
50377869,26
50369298,26
50337528,26
51017495,26.3
51017493,26.3
50607382,26.5
323934,26.5
410092,26.6
259740,26.9
50514907,27
7284,27
410030,27
412678,27
412728,27
412754,27
412792,27
50114992,27
280955,27
280972,27
273962,27
273988,27
50106786,27
259721,27
259856,27
231503,27
231521,27
231430,27
231466,27
51028958,27
50870939,27
50865127,27
50868988,27
50631448,27
50609359,27
50573447,27
50915158,27
50446913,27
50446303,27
399361,27
50385241,27
50369293,27
50349605,27
50332229,27
32005,27
50847699,27.3
50408169,28
8507,28
50296701,28
50339864,28
50141105,28
50141573,28
259870,28
231559,28
231437,28
231463,28
231470,28
231419,28
231420,28
231421,28
231426,28
50433678,28
8636,28
44446,28
50865966,28
50866138,28
50626181,28
50908431,28
50419208,28
50419212,28
50372298,28
50385109,28
51017578,28.18
51017634,28.18
50607389,28.4
390875,29
9477,29
399268,29
421729,29
50353643,29
50141527,29
259741,29
227978,29
231439,29
231448,29
231452,29
231471,29
231476,29
218183,29
231422,29
50981414,29
50626183,29
50571286,29
50446304,29
50419206,29
50356330,29
50350853,29
50369317,29
50310508,29
50329202,29
50276997,29
6389,29
50165118,29
9419,29
9452,29
410042,29.2
50493812,30
7600,30
6939,30
7471,30
364624,30
50466876,30
50285248,30
50108462,30
50106207,30
50066691,30
50066657,30
50066674,30
231502,30
231555,30
231556,30
231480,30
50927783,30
50715806,30
50868982,30
50866128,1
50866136,1
50863674,1
50856137,1
50856143,1
50856146,1
50865220,1
50865224,1
50865227,1
50865233,1
50865297,1
50865298,1
50856094,1.1
50573477,1.1
31988,1.1
51059765,1.1
51059781,1.1
51059759,1.1
50114986,1.1
50115018,1.1
50115031,1.1
50161957,1.1
51059753,1.1
50856141,1.1
50856091,1.2
50656566,1.2
50573435,1.2
50573438,1.2
50449211,1.2
50446899,1.2
50809244,1.2
50809273,1.2
51059771,1.2
51017621,1.2
50978770,1.2
50865965,1.2
50856138,1.2
50114982,1.2
431436,1.27
51017619,1.29
51017614,1.29
51017608,1.29
50106741,1.3
50856085,1.3
50865962,1.3
